park_name,author_name,rating,text,time
Marconi Plaza,David M. Cabaza,3,"Marconi plaza is a bit different than the typical squares in Philadelphia.  It's very large, and open but lacks the intimacy of other squares such as Rittenhouse and Washington Square West.  It is great place to do outdoor activities in South Philly.",2024-02-26 23:50:29
Marconi Plaza,Juan,5,"There is always parking around the way. Kids always have fun on both sides of the street because of the 2 playgrounds across the street from each other. Also as a pokemon go player has lots of stops and a gym, makes great for COMMUNITY day while the kids run around.",2019-11-09 15:16:46
Pastorius Park,Ginka Nikolov,3,"It's great that they organize free concerts in the summer, but there are several issues. The lights above the stage are white and bright and attract many mosquitoes. The performers kept mentioning the bugs too. Replacing the lights with yellow ones that don't attract bugs would help. The stage is right next to the fountain which makes noise. Might be better to turn off the fountain during the concerts if that's possible. There's no light and no walkways, so after the concert it's tricky not to trip over tree roots. Bring a flashlight. Toilets are challenging to use and there's no soap. If it wasn't for the free concert I would have given it 1 star.",2023-07-06 21:26:35
Pastorius Park,Barb Hauck-Mah (barbhmphilly),3,"Lively, dog-friendly park that's a short drive from Philly. Easy free street parking around the park and it's close to Chestnut Hill and downtown for shopping and food. There's a short family-friendly loop trail off the lake. We were treated to a family of turtles sunbathing at the lake. Not sure about the history of the stone amphitheater area. We were touched to see a memorial tree with dog tags. The only downside was that many dogs were off leash, running through the park which spooked us and our shiba.",2021-04-09 18:42:19
Pastorius Park,JR Schroeder,4,A very nice community park. Dog lovers love to bring their dogs here. The summer concert series has been going on for 67 years and it’s always a good picnicking experience.,2021-08-05 01:44:49
Pastorius Park,William Grimm,5,"Love that there are benches in a lot of spots. Some in the meadow, others under pine trees, or next to the pond or by maples.  Very cool.",2021-07-02 20:53:41
Pastorius Park,Maria Daves,5,"I love this park so much. It is incredibly beautiful, and it is so calm here. Generally - this place is clean and well maintained. It is dog-friendly and I like it so much. It is also a great location for picnic. Outstanding experience every time, this park is definitely great.",2022-09-24 13:39:26
Wakefield Park,Mico Williams,4,"Its a Neat park, with comfy seats. Its close to the highway but its still nice place to chill. The playground is made for kids and teens.",2018-10-05 20:44:09
Wakefield Park,Natalie Mc,5,Nice park to take toddlers..convenient location. Great tired small birthday parties as well,2019-05-25 03:22:08
Wakefield Park,Melissa Allman,3,This park has the potential to be great. The equipment is in good condition and it is safe for toddlers and little kids. I gave 3 starts because of the lack of cleanliness. Every visit I see a lot of garbage on the ground. Needs to be better maintained by the city and the residents.,2021-06-19 02:50:36
Wakefield Park,Linda Marie,5,"Love, love 💘 this park. It's great place to take your family and enjoy. My two kids  2years and 6years always have so much fun here. Not a complaint... Go and see",2021-09-06 00:11:42
Wakefield Park,Ebony Promise,3,Needs more shade the park gets pretty hot during the summer days.. however it is clean and usually isn't crowded. Its near the highway so it can get pretty noisy at times. I would recommend that they install a sprinkler system within the park due to lack of shade,2018-08-29 18:09:15
Clark Park,Alex,5,"Fun park with lots of cool activities perpetually going on. There is a playground and lots of open space where events are held, including outdoor movies. I really enjoyed grabbing some water ice and walking around.

The farmers market is really special because it’s not just the market, but lots of other vendors from the community selling hot food, snacks, art, clothes, cleaning products, incense, books, wooden crafts, zines, and much more. They also usually have food trucks stationed around the park. I highly recommend doing your shopping here and enjoying all the park has to offer.",2023-06-08 03:02:03
Clark Park,Jerry Puryear,5,"I had a blast...this Park is for everyone!

Spiral Q had screenprinting setup for interested folks!

Everyone has an Artist inside!",2023-09-27 19:30:29
Clark Park,Pushkal SR,5,Wonderful park to spend the weekend. I usually play cricket with my friends. Perfect picnic spot and a safe place for the children.,2023-07-31 00:13:34
Clark Park,C F Radiance Of Infinite Bling,5,"A great place to bond with nature. It is also great for vendor events as well. Although it is not a pet park, it is a great and safe place to allow your pet to meet other pets.",2023-08-17 15:55:42
Clark Park,Cindy Miller,3,"Some times the dogs have more respect than the people as far as space 8 can remember 30 years ago it was a people family park now the Real States monrogeols and that over has definitely bought a change  very diverse but ,BUT EVERYTHING IS NOT WHAT IT SEEMS TO LOOK LIKE ITS TRULY TRUNING INTO A UMMM",2024-03-24 02:04:27
Roberto Clemente Playground,Caroline Nguyen,5,It is a very nice park that has a little bit of everything. The splash park is great in the summer. The park has a very diverse population that visit which makes it great and nice to see all the children playing together. Love this park!,2023-10-26 02:00:58
Roberto Clemente Playground,Toni,5,It was clean and my grand baby had fun,2023-11-09 05:49:34
Roberto Clemente Playground,Kyle Jakubowski,4,"The playground looks updated and there is always someone there tidying up the place. The splash ground is a neat way to cool off in the summer, just walk by, dunk your head, and feel cool the rest of the day  even if you’re kind of a square.",2023-10-17 14:30:53
Roberto Clemente Playground,Sarah Elizabeth,5,Came here because of fresh prince of course!,2023-10-17 02:06:21
Roberto Clemente Playground,Stephanie LeBlanc,5,"I love going here for the free library, every other month I go and get myself and my daughter a book.  No dogs allowed here either.",2023-12-09 00:31:21
Reyburn Park,Alpha Male,3,Only on maps do they call this Reyburn Park. No one would know where you were talking about if you said Reyburn Park. Cecil B. Moore Playground and before that it was called Connie Mack just like the baseball stadium across the street where Deliverance Church is now at 21st. & Lehigh.,2017-11-16 01:11:21
Reyburn Park,Debora Glover,4,"Large grounds, bball court, baseball field. Tennis court used as dog park. Neighborhood needs a dog park not a unusable tennis court!",2018-02-26 12:56:37
Reyburn Park,Donna Watkins,4,"Park was pretty clean , looks well maintained . No bathrooms ,we rented  portables.",2021-06-20 12:46:47
Reyburn Park,George Marrero,5,Beautiful park having a memorial Day picnic. Great place,2022-05-30 19:53:13
Reyburn Park,Saweetie “Vlog SQUAD” Reed,3,There's no park for kids to play but it is a relaxing atmosphere near bus stops and the lehigh mini mall,2018-11-08 23:27:50
Trumbette Playground,STEVE SILBERT,5,Great place to bring kids during the summer.,2024-01-17 22:12:45
Trumbette Playground,Jerri Hemphill,4,Kidz love it here...more playground equipment would be appreciated,2023-10-22 16:25:14
Trumbette Playground,samantha otoole,5,My favorite playground hanss down. Its never crowded an usually the families that are there are very nice an respectful && so are their kids. It has a huge field was baseball fields as well. Definitely recommend if you're looking to go to a nice clean && not so crowded park. 😊,2022-07-09 04:42:21
Trumbette Playground,Paul Robertson Acoustic,3,"Nice large baseball fields and good basketball courts,  but that's about it.  The children's play area isn't well kept.  Most of the climb on toys are broken and not maintained properly.  Parking isn't to bad and close to the highway.",2017-07-05 14:49:05
Trumbette Playground,Sue Friedman,5,"We have fun here and safe from trashy , trash , like infectious stuff",2020-10-10 19:03:16
Vernon Park,Umm Kelechi,5,Vernon park is a staple for my workout and for my children to burn off energy. The park is usually pretty clean and always has nice people. The workout equipment is amazing and there is always really nice people working out. On top of everything you can park for free away from PPA in the lot.,2020-08-27 02:03:40
Vernon Park,Joe Berner,5,"Vernon park is awesome! Wide open spaces, fields, plenty of play ground equipment, enough trash cans. Great place for a birthday party, barbecue, or drum circle.  I am a big fan of this park.",2021-06-13 20:34:35
Vernon Park,Supreme Cephas,5,"Very cool, Shady park with monkey gym for children and adults. Also has a picnic area and baseball field.",2023-09-09 18:18:15
Vernon Park,Layla Muhammad,5,On previous years but this year was canceled due to City Street Work! Ugh.,2023-11-11 21:00:01
Vernon Park,Rebecca Augustine,4,Beautiful park. It's a shame not to pick up after one's litter! Citizens should be mindful that parks like this are THEIR parks and act accordingly!,2022-12-04 01:47:48
Penn Treaty Park,Eboni Haynes,5,"Got engaged there so it naturally has a special place in my heart, but more so, the views and peace of this park is unmatched. Nice trail as well.!",2024-01-02 04:26:00
Penn Treaty Park,Lady Danni (Landed Gentress),5,"I really like this park. It’s full of edible and medicinal wild plants that I can talk about during foraging walks. It’s got the water full sun, shaded areas and a lawn. The only thing it doesn’t have a toilet, which would be incredibly useful to those of us who hydrate thoroughly, but then require an outlet.",2023-08-12 15:54:17
Penn Treaty Park,Diane Layton,5,Baby dog loves to run and play. She also enjoys the slide.. Such a beautiful park.,2023-10-05 13:37:27
Penn Treaty Park,Nick Marchetti,5,"Always a nice spot to soak in some sun and some scenery. It's usually packed, but friendly people. 10/10 picnic spot. Always clean.

If you're visiting Philly, it's worth a stop if you want a nice full view of the Ben Franklin bridge.",2023-08-20 01:16:41
Penn Treaty Park,David Niblick jr,3,It's a cute little park with benches and a jungle gym...right on the Delaware river too...good fishing there too as well,2023-07-15 23:16:31
Playground,J Offord,2,,2021-04-28 16:06:56
Playground,Alexa Perez,4,,2023-08-09 19:54:29
Bradford Park,Chelix,4,"It's a beautiful place to see sunset, the park has no fence around so if your dog is hyper it's no safe for your dog. It's clean",2018-09-19 12:34:49
Bradford Park,Antonio Vaino,5,"I like coming here, not many people use the grass",2023-12-11 21:53:18
Bradford Park,alex john,5,Great place to just chill and relax and take a walk,2023-05-15 00:34:58
Bradford Park,Chris,3,Wide open space. It's a good place to let your dog stretch their legs. No fences tho.,2018-05-29 20:10:52
Bradford Park,Maureen Kornecki,5,Great grassy area with trees to run your dog.,2019-04-01 17:24:44
Rittenhouse Square,MARIA PEREZ,4,"Staple philly park. Great for relaxing after a long day, picnics with friends, or a nice walk. You can pretty much guarantee there will be live music on a warm day especially if it’s the weekend. There are a lot of smokers at this park especially towards the center on weekday afternoons",2024-03-19 13:35:29
Rittenhouse Square,Paul Koehler,5,"Saw this place as we were driving downtown to go eat at Cleaver's. After we ate, we circled back around to Rittenhouse Sqare to put my drone up. Absolute beautiful scenes from the drone! This park had so many dogs and visitors that were walking. It looked to be very safe any public.",2024-03-22 11:38:17
Rittenhouse Square,Barb Hauck-Mah (barbhmphilly),5,"Rittenhouse is an ideal park for people and dog-watching year-round. In decent weather, you can enjoy street muscians, performers, speakers and artists.There are seasonal art shows, concerts, and a farmer's market regularly. I bring my out-of-town visitors for a stroll here, because it is a quintessential Philly experience. It's a historic park with 8 major sculptures that was one of William Penn's 5 original public squares for Philadelphia. The park is free and welcomes all, from the homeless to the well-to-do neighborhood residents cutting through.The park is so well-used by people and dogs that they have to rope off grassy sections in phases, so the ground and plants can recover. Note that there are no public restrooms, playground or water fountains here.",2024-02-13 23:47:25
Rittenhouse Square,Tatiana Hoover,4,"Beautiful park in a nice neighborhood.  It was still decked out with beautiful lights!  Plenty of benches to enjoy a nice night and a cup of hot chocolate :). Lots of people walking their dogs❤️ Wide, even walkways make this park welcoming and very accessible.",2024-01-28 02:57:19
Rittenhouse Square,Chris Rodley,5,"Beautiful park, squirrels.. I won't lie.
I'm a fan. There was a juggler and pianist. Also wedding going on. Place was full of people and dogs. Really nice spot for a walk and to get out of the street. We ate there about 9pm and it felt safe.. Still people wandering round. Nice!",2023-11-06 01:54:12
McPherson Square Library,Roy “rOymOnd” Chapman,1,"[[𝖳𝖱𝖨𝖦𝖦𝖤𝖱 ⚠️ 𝗐𝖺𝗋𝗇𝗂𝗇𝗀/drug area]]
There's a reason this park is nicknamed needle Parks. Stay away if you know what's good for you. And the police do not Rescue you.
Let me repeat that,  T͟H͟E͟ P͟O͟L͟I͟C͟E͟ D͟E͟P͟T͟ W͟I͟L͟L͟ N͟O͟T͟ S͟A͟V͟E͟ O͟R͟ C͟A͟R͟E͟ I͟F͟ Y͟O͟U͟ N͟E͟E͟D͟ H͟E͟L͟P͟ I͟N͟ M͟c͟P͟H͟E͟R͟S͟O͟N͟ P͟A͟R͟K͟!
g͟o͟o͟d͟ l͟u͟c͟k͟ & D͟o͟n͟'t͟ s͟a͟y͟ y͟o͟u͟ n͟o͟ o͟n͟e͟ w͟a͟r͟n͟e͟d͟ y͟o͟u͟!",2022-02-04 02:14:09
McPherson Square Library,Kris Biddle,3,The park itself is beautiful ... There is a beautiful public library in the middle of the park.. update** they have done a great job cleaning up the park there are no more homeless people living in it or hanging out and getting high. There isn't hardly any trash or needles thrown about either,2024-01-30 17:53:40
McPherson Square Library,RIPJanet Strimel,3,10/14/2022 ..I used to go to this free library back in the 80s and 90s I don’t even know if it’s open anymore…but lots of good kid memories here one dime pony ride flea markets just everything was good man …a lot has changed to the bad with this park ..my uncle Ed used to live across from the park way back …the IYA crew used to hang here sometimes too back in the day …..today they just need to clean this up with all that goes on outside of it all around ..they let it go to far it’s sad for all the kids hopefully it cleans up soon or ever …..,2022-10-14 18:43:10
McPherson Square Library,Aaron Delacruz,5,The City & People Did A Great Job Cleaning Up This Area. Historic Place...Love This Library.,2024-02-07 21:48:48
McPherson Square Library,Noel Fuentes,5,"Great park, with lots of historic history. And also has a beautiful view & sounds of nature.",2023-12-07 17:14:37
Malcolm X Memorial Park,De Whatdouknow,5,"Wanted to teach my child about history while playing at the park. Who knows if nowadays students will learn about these great people.

My child loved the park. I loved the park benches with Malcolm X name on them. The art mural, history lessons on the light poles ( could be more), music playing with groups of people listening and dancing

Overall, great experience. Location in west Philly.",2023-08-17 11:59:10
Malcolm X Memorial Park,Anwar Md Hossain,5,"Malcolm X Memorial Park, a cherished green space in West Philadelphia, is steeped in cultural significance and community spirit. Named in honor of the civil rights leader Malcolm X, the park is a six-acre urban oasis around 51st Street and Pine Street, known for its summer jazz festival and vibrant atmosphere. Recently, the park faced a devastating fire that damaged its electrical system, restrooms, and a beloved mural of Malcolm X and Dr. Betty Shabazz. The community has rallied together, with plans to restore the park and its facilities, reflecting the resilience and unity of the neighborhood. This restoration effort, including a community cleanup and financial support from local representatives, underscores the park’s importance as a symbol of heritage and a focal point for community engagement.",2024-03-16 14:27:44
Malcolm X Memorial Park,Aminah Small,5,Malcolm X Memorial Park is a very nice park. Which hosts a lot of events throughout the Summer. I went there for the Father’s Day cookout. They had lots of different vendors there.performers a parade.,2023-06-21 15:35:46
Malcolm X Memorial Park,Courtney Muhammad,4,"Theatre in the X does a production in the Malcolm X Memorial park every August. The neighborhood can get loud, i.e. motorbikes,  but overall, it is a nice clean park to attend events held there.",2023-08-27 13:51:21
Malcolm X Memorial Park,Debbie Kingsley,4,"Malcolm X Memorial Park, located in a vibrant community, stands as a poignant tribute to the civil rights leader Malcolm X. It is a space that encapsulates the spirit of advocacy, resilience, and the quest for justice that Malcolm X championed throughout his life. The park provides a serene environment for reflection and education, offering visitors insights into the life and legacy of one of America's most influential figures in the fight for civil rights.",2024-03-04 20:50:17
Frank McArdle Memorial Recreation Center,Kristin Teresa,3,,2019-09-28 06:36:10
Frank McArdle Memorial Recreation Center,Rachel Jones,4,,2021-04-04 18:08:03
Cliveden Park,Iraida Class (Iris),2,"Its a nice peaceful spot, but needs cleaning since there's trash all over the place, and needs an update on the play area!",2019-05-22 16:42:02
Cliveden Park,Pao,5,"Such a beautiful place! Clean, very well maintained park with space to run around and shade, big trees and plants. My kids love it there.
There are portapotties, not sure if there are public bathrooms inside.
They close at 5 so make sure you don't get locked in! Open every day, closed on federal holidays",2018-05-12 06:21:08
Cliveden Park,Dahant Moore,5,You're guaranteed to enjoy yourself at Cliveden Park.,2019-06-09 13:34:16
Cliveden Park,Jon “Traveler 369” Perez,3,"I ride my bike through there on my way to Kelly Dr.
This park has so much potential. It could use an upgrade. A new playground for the kids, better lighting throughout, better landscaping, maybe even a dog park & something creatively done with that ""valley"" in the center of it. So much potential.",2021-12-19 00:53:08
Cliveden Park,WildWay 888,5,"It's a pretty nice quiet park at times.. Nice place to walk a dog uninterrupted...
There are times it's rowdy because of cookouts and kids but it's rare...I wouldn't suggest going after dark though.. But other then that it's a well maintained area 👍👍👍",2019-08-05 02:50:36
Cecil B. Moore Station Plaza,Isabelle Miranda,5,great skate spot,2023-06-20 04:20:50
Cecil B. Moore Station Plaza,Curtis,5,Great skate spot,2022-01-04 06:40:44
McMichael Park,Jon “Traveler 369” Perez,4,"Wonderful open air, outdoor park with plenty of space, trees, running space for kids & pets, benches, etc. The only thing they don't have are those safety swings for kids 3 & under. In fact, the ""jungle gym is designed like a giant spider web & very limited in that it's not very accessible to the younger ones. And, unfortunately, there is no sliding board (how do you not have a sliding board for the kids, lol).
Overall, it's a nice, clean park in itself.",2024-02-14 15:18:02
McMichael Park,Jamie L,5,"Amazing selection of trees, some quite rare. Super clean with lots of shade to relax in, and big enough that you can find a quiet space of your own. Wonderful place to collect your thoughts. There is also a natural place space for kids, and an old school concrete turtle not to be missed!",2023-07-07 13:48:29
McMichael Park,Barb Hauck-Mah (barbhmphilly),4,"We visited this free, tree-filled neighborhood park in East Falls after a tour of the Kelly House. The park is about 2 blocks big, with a playground and several benches by shade trees. There is a WW 2 stone memorial and metal turtle sculpture for kids to climb on. There is free street parking around the block ( if available). The park is dog-friendly but there are no rest rooms or water fountains.",2022-10-20 18:02:23
McMichael Park,Ella Bella A,5,"Love the area. Always live about a mile or 2 away. My children love the swings, especially the hammock swing and the jungle area is a good place for them to make friends. If you want to take your kids to a nice piece full playground then this is it. There are usually people having picnics, doing yoga, and/or playing with their dogs in the dog park area.",2023-05-19 23:16:41
McMichael Park,mike mastrangelo,4,"A well kept park thats plenty big for pets to run around, and the city built a nice playground for the smaller kiddos. 👌 No bathrooms here, and parking is on the street.",2024-02-20 01:13:34
Fitler Square,Anwar Md Hossain,5,"Fitler Square, a charming neighborhood park in Philadelphia, is a half-acre haven of tranquility and natural beauty. Bounded by 23rd Street on the east, 24th Street on the west, Panama Street on the north, and Pine Street on the south, it’s a picturesque spot that offers a respite from the urban hustle. Named after the late 19th-century Philadelphia mayor Edwin Henry Fitler, the square is a testament to the city’s dedication to public spaces. With its well-maintained paths, seasonal flower beds, and a central fountain, Fitler Square is not just a park but a community gathering place that reflects the historic character of its surrounding neighborhood.",2024-03-17 01:30:43
Fitler Square,Tomas Ramirez,5,"Relaxing place to sit, people-watch, or just walk through while you're in this beautiful part of Philadelphia.",2021-04-04 06:16:37
Fitler Square,Jarryd Beard,5,Beautiful neighborhood park.,2023-10-27 22:41:46
Fitler Square,speros versis,4,"This is a lovely park! However, NOT AT ALL DOG FRIENDLY!!! Many signs directing people to keep dogs ""off the grass for the health and safety of children.""
Should you ignore the signs, one of the many parents playing with their kids will tell you to ""take your dog to the dog park a few blocks away.""
I've lived in the neighborhood for 14 years, with my dog(s), don't bother doing anything with your dog but sitting quietly on a bench or strolling through, no one minds either of those.
Again, lovely place, just not for your dog to romp.",2018-11-03 15:24:51
Fitler Square,S S,1,"Definitely for locals only, beware if you live even 1 block below South St. The square patrons, a smattering of the city's most superficial bourgeoisie will let you know you definitely do NOT belong.",2022-09-07 15:07:22
Harrowgate Park,James Nation,2,It's dirty. Needles all around the park. Walkways are clean but watch out around the grass. I probably won't ever go back.,2024-02-18 03:24:22
Harrowgate Park,Bill B,5,It was super clean and it looked like there was a party that was held there from the balloons 🎈 but it was the cleanest park for that area. Its a shame they don't make every park / playground like that nice and clean.,2024-02-03 19:14:20
Harrowgate Park,Annie Shell,3,"The park near my house is a great spot for kids to have fun on the playground. However, it doesn't have any beaches or tables. Unfortunately, there are some homeless individuals and drug users who have made the park their temporary home.",2023-08-05 06:07:49
Harrowgate Park,William Bogucki,5,It was a very clean  Is park for the area. And was well kept.,2024-02-18 20:23:17
Harrowgate Park,Simba,1,Are the main basketball courts EVER coming back? Or do we really have to drive all the way to hopewell to run a decent game?,2023-12-01 16:49:41
Lardner's Point Park,Raymond Ellis,4,"I enjoyed the Park.  From the park I walked down to the Frankford Boat Launch.  Later in the day, I walked back up the K&T trail to the Tacony Boat Launch.  There were many interesting plants and trees along the way.  The views along the Delaware were also nice.  I also enjoyed all of the signs describing the industrial history of the area.",2023-09-12 01:50:14
Lardner's Point Park,gary Copestake,1,"First time to Lardner point park. I’m in my 70’s and stopped today to fish for an hour or so. It was 3:30 pm tues March 12th, beautiful sunny day and the gate was locked. I would have walked to the pier but there is no parking outside the first gate. Sign said November 30to to April 1st closes at 6pm.",2024-03-12 22:30:34
Lardner's Point Park,Jonathan Chambliss,4,This is a nice little chill spot if you show up at the right time.  There are times when loud motor bikes will be up and down the trail.  You'll most likely want to avoid that if you're seeking a peaceful visit.  Go early.,2023-07-21 14:04:20
Lardner's Point Park,Aaron Brauer,3,"Its ok, not so nice of an entrance or parking. Really run-down entrances with tons of dumped trash, kids smoking weed, stuff like that. Ashame, could be really nice there, could put a little sand park where the beach is. The ice was the coolest part to look at! The kids loved it!",2023-01-01 22:52:20
Lardner's Point Park,Denise Murphy,4,Love walking my fur baby on this trail and letting her chill by the waters on those good evenings. I would like to see more opens to this one spot tho,2023-09-14 17:43:49
Baldi Playground,Psychotina,5,I hate being at Baldis schoolhouse he keep smacking me with a ruler and I go waaa waa down oof lane and then I go to the playground to get away and then it's a bully steals my items and playtime forces jump rope soup and then first prize pushes me,2022-05-13 07:16:35
Baldi Playground,Priya Samuel,5,The Baldi park is a fun experience for kids to explore and be free in their minds. Even older kids can come here as a hangout to just chat with their friends.,2018-09-17 10:24:28
Baldi Playground,Stewie Wilkes,1,I went to this middle school and 15 years later i went back with my nephews and the play ground is in serious disrepair. Not safe for kids,2018-12-08 11:41:41
Baldi Playground,Millie,1,Playtime won’t stop forcing me to jump rope with her! Very annoying!,2018-07-13 22:07:04
Baldi Playground,Eric Cartman,5,"Great, just stay away from playtime and it’s a bully",2019-03-03 17:07:31
Mifflin Square Park,Emily Hill,2,Bunch of homeless sleeping on the kid stuff sometimes it's really nice but with rhe violence and the homeless drug addicts not joking around probably best to go with your kids check ot out first,2024-02-04 15:54:13
Mifflin Square Park,Jon “Traveler 369” Perez,4,"Seems like a really nice park with something for everyone. Courts, playground for kids, water area, stage, etc. It's huge for a city park.
They're doing construction on the north & south end im curious to what that is.",2021-06-27 14:33:14
Mifflin Square Park,Darlen Rusell,4,People enjoy the nothingness (calm) that surrounds. Making it everything to enjoy (peace). And your dog gets to roam.,2024-02-13 11:15:14
Mifflin Square Park,Colleen Marie,3,There was 2 big kid swings but of course someone had to break one of them. So now there's only one smh.,2023-11-22 11:56:30
Mifflin Square Park,Jonathan,4,"Overall, a nice neighborhood park. There are sometimes trash laying around, and aging ultiles; for example, the benches. It has a basketball court, plenty of trees, and a playground for children.",2018-10-22 12:01:22
Overington Park,Danielle Petty,5,I come here every week to meditate and read the Bible. It's a nice little oasis in the neighborhood. They also have family events sometimes. The park is kept clean.,2023-09-28 15:28:55
Overington Park,T.P. Karcher-Hodynski,4,Lovely park. Well maintained by people who love the park.,2020-08-09 20:47:36
Overington Park,Debrah Gyuraki (Debbs),5,"Nice park, the play objects in the children's activity zone need to be colourful and stimulating and here they positively meet the required standards. Plenty of space for families to wander around for gentle excercise in a sociable and friendly atmosphere.",2022-04-07 23:57:57
Overington Park,William Cromwell,4,"Nice park, I personally like trees being incorporated into these city green areas, it seems to contribute to an appreciably enhanced visitor experience. Of course the play objects in the children's activity zone need to be colourful and stimulating and here they positively meet the required standards. Plenty of space for senior citizens and families to wander around for gentle excercise in a sociable and friendly atmosphere.",2021-09-12 20:49:54
Overington Park,Philly Rob,5,This is a great little neighbourhood park! They have stuff for the kids. There are benches to relax. Every once in a while I see a guy flying kites. The families play. There are ladies that take care of the gardens. And most people are very friendly. Even the guy I see drinking on the bench is friendly.,2020-05-31 14:10:04
Stephen Girard Park,Ruchi's Little World,5,So here we came/ visited first when we moved to this neighborhood in South Philadelphia.. the park is in4 acres…we thought its a kids playground which its is not but definitely its a park for families they can sit plan picnic here.. surrounded by beautiful neighborhood.. great people.. several trees here a walk-in little library where you can put or take books.. ( which is the cutest part here) several kids friendly events/ musical concerts/ programs happens here through out the year..we have been part of those whenever get time…the park has its own beauty in every season.. near by several big grocery outlets ant other stores.. so coming this way one can do several other pending works too. And yes its great for dog walk…,2022-04-26 17:49:00
Stephen Girard Park,Anwar Md Hossain,5,"Stephen Girard Park is a tranquil 4-acre park nestled in the South Philadelphia neighborhood of Girard Estate. It’s a green haven bounded by West Shunk, West Porter, 21st, and 22nd Streets, offering residents a peaceful retreat from urban life. The park stands on land that was once part of philanthropist Stephen Girard’s farming enterprise, reflecting the area’s historical roots. Today, it’s a community gathering space where locals enjoy the open air, engage in recreational activities, and participate in events that foster a strong sense of community.",2024-03-15 22:43:05
Stephen Girard Park,Michael Blaustein,5,"Heard some great birdsong, and spotted a few juvenile red winged blackbirds. There is apparently someone living in a house in the park, which I found very mysterious.",2024-03-18 02:04:01
Stephen Girard Park,Barb Hauck-Mah (barbhmphilly),5,"This historic, tree-filled park occupies a block in the South Philly neighborhood of Girard Estates. It features the estate (called Gentilhommerie) of Stephen Girard, a very wealthy and powerful businessman in early Philly history. The park is dog-friendly, with benches, flower beds and a statue of Girard. There is free street parking around the block, if available, but there are not restrooms.",2021-05-11 00:41:56
Stephen Girard Park,Walter,3,"Really nice pretty park. Expect the locals, small pocket of wealthy in the area, to stare if you don't live there.",2023-10-28 08:54:04
Sister Cities Park,Christine DeVose-Cowans,4,Great park for the kids. My toddler had a blast playing with the various water features. There is even space to have a picnic. Could use a better bathroom and an addition of a changing room would be nice.,2023-08-31 14:20:21
Sister Cities Park,Queen Legitimate,5,"A wonderful place to bring children. There's a Cafe, a bathroom with a changing station, a sprinkler and gated area with a small pool surrounded by trees, additional sprinklers and a large hammock. Parking isn't too much of a hassle as spots are often opening up on the parkway, however if you can avoid driving down and either walking or using Septa it may save having to drive around until something opens up.. I would suggest this place 1000 times over for parents looking for a nice comfortable place to cool off",2021-07-09 15:22:30
Sister Cities Park,Matthew Bernard,5,"A hidden gem that is worth the visit. Its mostly for kids but adults can do it as well.
It's like walking through a small jungle in the middle of the city. The landscape was tastefully done and keeps the kids engaged in scenery.",2023-08-22 00:52:59
Sister Cities Park,Viraj Gadgil,5,A cool place on the way from Art museum to Love park. The main attraction is the fountain and AMOR statue shown in the pictures below. One can get inside the fountain and enjoy. Also there is a small fountain for kids to enjoy across the street. Paid parking is available nearby. Sister park cafe is also located in the kids park.,2021-07-05 05:20:56
Sister Cities Park,Gözde Pusula,4,"Even the name is very nice. This park also has a grand church view and located in the center of roads decorated with flags of different countries. However, the cafe could be open in this park to make it more lively...",2024-01-16 07:46:06
East Fairmount Park,Joshua Perry,5,"Beautiful park. Great paths for walking, running, or biking as well as plenty of places to explore along the way. There are art installations that change seasonally as well as some permanent statues. The park also has plenty of places for a waterfront picnic. Overall a great place to go alone, with friends, or family.",2023-09-16 02:05:19
East Fairmount Park,Katlyn Kraft,5,"Great to see all the people visiting, taking photos, and making video memories!",2024-01-31 09:05:51
East Fairmount Park,Mark Elmy,5,"Took a walk around the reservoir and discovery center. Really nicely put together, and seeing a juvenile red tailed hawk topped it off. I'd definitely go back for a bit of nature in the city",2023-08-09 16:29:03
East Fairmount Park,Anwar Md Hossain,5,"East Fairmount Park is a beautiful and historic park that covers 650 acres bordering the eastern edge of the Schuylkill River. It is home to many attractions and features, such as the famous Schuylkill River Trail and its Boathouse Row, the Philadelphia Art Museum, Strawberry Mansion Reservoir, Smith Memorial Playground, and several historic houses. The park also offers a range of activities and experiences for families, arts and culture lovers, and outdoor enthusiasts. East Fairmount Park is a great place to explore, enjoy, and learn about the history and culture of Philadelphia.",2024-03-02 19:10:44
East Fairmount Park,Devin Latimore,5,"Butterfly 🦋 and bee 🐝 having lunch on a Milk Thistle flower. Free birdwatching, so many other things. Beautiful park 🏞️",2023-08-23 17:27:01
Joseph Deni Recreation Center,Ginamarie Luckangelo,5,I been going to this park since I was a child. Love hanging out there. It's getting a little dangerous around the evening time though. My family and I STILL GO HERE OFTEN. You Should Really Check It Out If You Haven't Already!!!!,2023-08-14 17:33:45
Joseph Deni Recreation Center,zomayra nunez,1,Not really somewhere you want to take your kids to wear them out and have fun. The basket ball court is nice though.,2017-11-01 21:49:59
Joseph Deni Recreation Center,Jean Brister,2,I wish they would upgrade the playground with new swings and other activities for tge entire family. Also split the field to in could a dog park.,2018-06-13 22:49:45
Joseph Deni Recreation Center,Lookitzemm,5,I had a softball game here it was nice but no bathrooms tho,2018-06-23 08:05:20
Joseph Deni Recreation Center,Brad Benedetto,2,It looks a lot nicer than when I lived in the neighborhood. That's the first and only place I ever got beat up at.,2016-12-22 00:47:19
